index,Top Categories,Top Products
J0138-KR-XS,,478.0
J0138-KR-XXL,,499.0
J0139-KR-L,,8754.0
J0139-KR-M,,1191.0
J0139-KR-S,,2769.0
J0139-KR-XL,,4782.0
J0139-KR-XS,,3591.0
J0139-KR-XXL,,7170.0
J0139-KR-XXXL,,8736.0
J0140-SET-L,,1182.0
J0140-SET-M,,1182.0
J0140-SET-S,,1803.0
J0140-SET-XL,,3546.0
J0140-SET-XXL,,1768.0
J0140-SET-XXXL,,586.0
J0141-KR-XXL,,927.0
J0142-KR-L,,1616.0
J0142-KR-M,,2794.0
J0142-KR-S,,1601.0
J0142-KR-XL,,1997.0
J0142-KR-XS,,396.0
J0142-KR-XXXL,,396.0
J0143-SET-A-L,,640.0
J0143-SET-A-S,,3225.0
J0143-SET-A-XS,,1290.0
J0143-SET-A-XXL,,1935.0
J0143-SET-A-XXXL,,1290.0
J0144-SET-S,,529.0
J0144-SET-XS,,3962.0
J0144-SET-XXL,,2600.0
J0145-SET-L,,493.0
J0145-SET-M,,1479.0
J0145-SET-S,,511.0
J0145-SET-XS,,1993.0
J0145-SET-XXL,,511.0
J0145-SET-XXXL,,478.0
J0147-SET-L,,583.0
J0147-SET-M,,583.0
J0147-SET-XL,,11077.0
J0147-SET-XS,,1749.0
J0147-SET-XXL,,3513.0
J0147-SET-XXXL,,3497.0
J0148-SET-L,,6885.0
J0148-SET-M,,4940.0
J0148-SET-S,,8194.0
J0148-SET-XL,,12986.0
J0148-SET-XS,,5465.0
J0148-SET-XXL,,7972.0
J0148-SET-XXXL,,4848.0
J0149-KR-S,,633.0
J0149-KR-XS,,633.0
J0150-KR-L,,840.0
J0150-KR-M,,1197.0
J0150-KR-S,,12411.0
J0150-KR-XS,,4389.0
J0150-KR-XXL,,6069.0
J0150-KR-XXXL,,5391.0
J0151-KR-A-M,,477.0
J0151-KR-A-XL,,477.0
J0151-KR-A-XXXL,,1908.0
J0151-KR-L,,5263.0
J0151-KR-S,,1974.0
J0151-KR-XS,,4810.0
J0151-KR-XXL,,2928.0
J0152-DR-L,,25901.0
J0152-DR-M,,899.0
J0152-DR-S,,15280.0
J0152-DR-XL,,13110.0
J0152-DR-XS,,3500.0
J0152-DR-XXL,,13244.0
J0153-DR-L,,2658.0
J0153-DR-M,,443.0
J0153-DR-S,,7531.0
J0153-DR-XL,,6306.0
J0153-DR-XS,,3531.0
J0153-DR-XXL,,3531.0
J0153-DR-XXXL,,4430.0
J0154-DR-L,,1508.0
J0154-DR-M,,377.0
J0154-DR-S,,754.0
J0154-DR-XL,,1508.0
J0154-DR-XS,,7895.0
J0154-DR-XXL,,3770.0
J0154-DR-XXXL,,1131.0
J0155-KR-L,,1254.0
J0155-KR-S,,627.0
J0155-KR-XL,,1270.0
J0155-KR-XXXL,,1371.0
J0157-DR-L,,56472.0
J0157-DR-M,,56075.0
J0157-DR-S,,29275.0
J0157-DR-XL,,42943.0
J0157-DR-XS,,18869.0
J0157-DR-XXL,,66538.0
J0157-DR-XXXL,,21136.0
J0158-DR-L,,18317.0
J0158-DR-M,,4973.0
J0158-DR-S,,8805.0
J0158-DR-XL,,12916.0
J0158-DR-XS,,6563.0
J0158-DR-XXL,,16031.0
J0158-DR-XXXL,,12279.0
J0159-DR-L,,3083.0
J0159-DR-M,,1943.0
J0159-DR-S,,4652.0
J0159-DR-XS,,2861.0
J0159-DR-XXL,,3121.0
J0159-DR-XXXL,,1760.0
J0160-TP-L,,704.0
J0160-TP-S,,352.0
J0160-TP-XXL,,678.0
J0161-DR-L,,473.0
J0161-DR-M,,946.0
J0161-DR-S,,473.0
J0161-DR-XL,,2838.0
J0161-DR-XS,,3311.0
J0161-DR-XXL,,1878.0
J0161-DR-XXXL,,946.0
J0162-SKD-L,,8141.0
J0162-SKD-M,,1998.0
J0162-SKD-S,,4583.0
J0162-SKD-XL,,6781.0
J0162-SKD-XS,,2372.0
J0162-SKD-XXL,,7554.0
J0162-SKD-XXXL,,10352.0
J0163-SKD-L,,1998.0
J0163-SKD-M,,2185.0
J0163-SKD-S,,4583.0
J0163-SKD-XL,,3384.0
J0163-SKD-XS,,3371.0
J0163-SKD-XXL,,999.0
J0163-SKD-XXXL,,999.0
J0164-DR-L,,15190.0
J0164-DR-M,,9657.0
J0164-DR-S,,11981.0
J0164-DR-XL,,10522.0
J0164-DR-XS,,2977.0
J0164-DR-XXL,,13361.0
J0164-DR-XXXL,,11711.0
J0165-TP-L,,2844.0
J0165-TP-M,,2070.0
J0165-TP-S,,371.0
J0165-TP-XL,,1067.0
J0165-TP-XS,,1013.0
J0165-TP-XXL,,6366.0
J0165-TP-XXXL,,331.0
J0166-DR-M,,458.0
J0166-DR-S,,1278.0
J0166-DR-XL,,882.0
J0166-DR-XS,,441.0
J0167-KR-L,,4418.0
J0167-KR-M,,3167.0
J0167-KR-S,,1898.0
J0167-KR-XL,,3773.0
J0167-KR-XS,,634.0
J0167-KR-XXL,,1281.0
J0168-DR-L,,443.0
J0168-DR-M,,443.0
J0168-DR-S,,920.0
J0170-TP-A-L,,329.0
J0170-TP-A-M,,329.0
J0170-TP-A-S,,301.0
J0170-TP-A-XL,,1288.0
J0171-DR-L,,1953.0
J0171-DR-M,,488.0
J0171-DR-XL,,488.0
J0171-DR-XXL,,2442.0
J0172-TP-L,,1554.0
J0172-TP-M,,518.0
J0172-TP-XL,,2041.0
J0172-TP-XS,,499.0
J0172-TP-XXL,,729.0
J0172-TP-XXXL,,1005.0
J0173-DR-L,,420.0
J0173-DR-S,,856.0
J0173-DR-XS,,1712.0
J0174-TP-S,,423.0
J0174-TP-XL,,846.0
J0174-TP-XS,,846.0
J0175-KR-L,,952.0
J0175-KR-M,,2879.0
J0175-KR-S,,1428.0
J0175-KR-XL,,961.0
J0175-KR-XXL,,975.0
J0175-KR-XXXL,,1428.0
J0176-TP-L,,2418.0
J0176-TP-M,,3096.0
J0176-TP-S,,1935.0
J0176-TP-XL,,3858.0
J0176-TP-XS,,1548.0
J0176-TP-XXL,,12701.0
J0176-TP-XXXL,,1548.0
J0177-KR-S,,344.0
J0177-KR-XS,,1032.0
J0178-TP-L,,622.0
J0178-TP-M,,311.0
J0178-TP-XL,,638.0
J0178-TP-XS,,638.0
J0178-TP-XXL,,319.0
J0178-TP-XXXL,,1914.0
J0179-KR-L,,12486.0
J0179-KR-M,,2088.0
J0179-KR-S,,5552.0
J0179-KR-XL,,8964.0
J0179-KR-XS,,2776.0
J0179-KR-XXL,,8310.0
J0179-KR-XXXL,,9736.0
J0180-DR-XS,,436.0
J0180-DR-XXL,,906.0
J0180-DR-XXXL,,959.0
J0181-TP-L,,3192.0
J0181-TP-M,,5562.0
J0181-TP-S,,1596.0
J0181-TP-XL,,1596.0
J0181-TP-XS,,2507.0
J0181-TP-XXL,,4389.0
J0181-TP-XXXL,,2793.0
J0182-SET-S,,699.0
J0183-TP-M,,908.0
J0183-TP-XL,,443.0
J0183-TP-XS,,886.0
J0184-KR-A-S,,1979.0
J0184-KR-A-XL,,1175.0
J0184-KR-M,,378.0
J0184-KR-S,,0.0
J0184-KR-XS,,2250.0
J0184-KR-XXL,,382.0
J0184-KR-XXXL,,1530.0
J0185-DR-M,,1532.0
J0185-DR-S,,3130.0
J0185-DR-XS,,3097.0
J0185-DR-XXL,,3196.0
J0186-SET-L,,5088.0
J0186-SET-S,,848.0
J0186-SET-XL,,848.0
J0186-SET-XS,,848.0
J0186-SET-XXL,,848.0
J0187-KR-L,,563.0
J0187-KR-S,,1713.0
J0187-KR-XL,,1174.0
J0187-KR-XS,,2300.0
J0187-KR-XXL,,1198.0
J0188-KR-XS,,399.0
J0188-KR-XXXL,,381.0
J0189-TP-L,,2594.0
J0189-TP-M,,2881.0
J0189-TP-S,,975.0
J0189-TP-XL,,3832.0
J0189-TP-XS,,317.0
J0189-TP-XXL,,4791.0
J0189-TP-XXXL,,1966.0
J0190-TP-L,,5036.0
J0190-TP-M,,345.0
J0190-TP-S,,2460.0
J0190-TP-XS,,690.0
J0190-TP-XXXL,,690.0
J0192-TP-S,,949.0
J0192-TP-XL,,1206.0
J0192-TP-XXL,,608.0
J0193-SET-XXXL,,674.0
J0194-DR-L,,1984.0
J0194-DR-M,,824.0
J0194-DR-XXL,,1366.0
J0194-DR-XXXL,,1366.0
J0195-TP-L,,665.0
J0195-TP-M,,665.0
J0195-TP-S,,1995.0
J0195-TP-XL,,1330.0
J0195-TP-XS,,1330.0
J0195-TP-XXL,,665.0
J0195-TP-XXXL,,2660.0
J0196-TP-L,,3637.0
J0196-TP-M,,2320.0
J0196-TP-S,,1908.0
J0196-TP-XL,,2766.0
J0196-TP-XS,,446.0
J0196-TP-XXL,,4606.0
J0196-TP-XXXL,,3281.0
J0197-TP-L,,2500.0
J0197-TP-M,,4963.0
J0197-TP-S,,3125.0
J0197-TP-XL,,1875.0
J0197-TP-XS,,1250.0
J0197-TP-XXL,,5000.0
J0197-TP-XXXL,,7988.0
J0198-TP-L,,8268.0
J0198-TP-M,,19257.0
J0198-TP-S,,4933.0
J0198-TP-XL,,10932.0
J0198-TP-XS,,2082.0
J0198-TP-XXL,,625.0
J0198-TP-XXXL,,5789.0
J0199-SET-XL,,949.0
J0199-SET-XS,,949.0
J0199-SET-XXL,,2440.0
J0199-SET-XXXL,,5311.0
J0201-TP-L,,5588.0
J0201-TP-M,,5000.0
J0201-TP-S,,1875.0
J0201-TP-XL,,4963.0
J0201-TP-XS,,4338.0
J0201-TP-XXL,,6213.0
J0201-TP-XXXL,,5869.0
J0202-TP-S,,1560.0
J0202-TP-XL,,1540.0
J0202-TP-XXL,,2670.0
J0202-TP-XXXL,,1485.0
J0203-TP-L,,3420.0
J0203-TP-M,,2840.0
J0203-TP-S,,2452.0
J0203-TP-XL,,1710.0
J0203-TP-XS,,2840.0
J0203-TP-XXL,,1136.0
J0203-TP-XXXL,,1704.0
J0204-TP-L,,3004.0
J0204-TP-M,,4043.0
J0204-TP-S,,5998.0
J0204-TP-XL,,3755.0
J0204-TP-XS,,3747.0
J0204-TP-XXL,,6747.0
J0204-TP-XXXL,,8078.0
J0205-TP-L,,774.0
J0205-TP-M,,1536.0
J0205-TP-S,,3579.0
J0205-TP-XL,,4632.0
J0205-TP-XS,,1923.0
J0205-TP-XXL,,7038.0
J0205-TP-XXXL,,387.0
J0207-DR-L,,8797.0
J0207-DR-S,,6425.0
J0207-DR-XL,,9097.0
J0207-DR-XS,,5998.0
J0207-DR-XXL,,9416.0
J0207-DR-XXXL,,7027.0
J0208-DR-L,,1997.0
J0208-DR-M,,1442.0
J0208-DR-S,,3129.0
J0208-DR-XL,,1320.0
J0208-DR-XXL,,2762.0
J0208-DR-XXXL,,3838.0
J0209-DR-L,,13453.0
J0209-DR-M,,5375.0
J0209-DR-S,,4441.0
J0209-DR-XL,,6047.0
J0209-DR-XS,,3933.0
J0209-DR-XXL,,3048.0
J0209-DR-XXXL,,3048.0
J0210-DR-L,,4077.0
J0210-DR-M,,4270.0
J0210-DR-S,,11927.0
J0210-DR-XL,,12836.0
J0210-DR-XS,,4419.0
J0210-DR-XXL,,13281.0
J0210-DR-XXXL,,4756.0
J0211-DR-L,,2852.0
J0211-DR-M,,3545.0
J0211-DR-S,,2796.0
J0211-DR-XL,,2846.0
J0211-DR-XS,,699.0
J0211-DR-XXL,,2896.0
J0211-DR-XXXL,,2852.0
J0212-DR-L,,9160.0
J0212-DR-M,,8369.0
J0212-DR-S,,3472.0
J0212-DR-XL,,17599.0
J0212-DR-XS,,791.0
J0212-DR-XXL,,5362.0
J0212-DR-XXXL,,16318.0
J0213-TP-L,,15509.0
J0213-TP-M,,18144.0
J0213-TP-S,,13251.0
J0213-TP-XL,,13056.0
J0213-TP-XS,,1198.0
J0213-TP-XXL,,11136.0
J0213-TP-XXXL,,14744.0
J0214-TP-L,,990.0
J0214-TP-M,,990.0
J0214-TP-S,,499.0
J0214-TP-XL,,990.0
J0214-TP-XXL,,990.0
J0214-TP-XXXL,,994.0
J0215-BL-L,,6214.0
J0215-BL-M,,9446.0
J0215-BL-S,,7414.0
J0215-BL-XL,,6940.0
J0215-BL-XXL,,13374.0
J0216-BL-L,,8920.0
J0216-BL-M,,7389.0
J0216-BL-S,,11457.0
J0216-BL-XL,,11213.0
J0216-BL-XXL,,10203.0
J0217-BL-L,,20275.0
J0217-BL-M,,19593.0
J0217-BL-S,,18106.0
J0217-BL-XL,,18922.0
J0217-BL-XXL,,10323.0
J0219-BL-L,,8502.0
J0219-BL-M,,13020.0
J0219-BL-S,,9726.0
J0219-BL-XL,,8466.0
J0219-BL-XXL,,12918.0
J0220-BL-L,,4375.0
J0220-BL-M,,6457.0
J0220-BL-S,,4863.0
J0220-BL-XL,,9482.0
J0220-BL-XXL,,4963.0
J0223-SKD-XXXL,,1181.0
J0224-SKD-M,,4550.0
J0224-SKD-XL,,3186.0
J0224-SKD-XS,,4321.0
J0224-SKD-XXL,,4550.0
J0224-SKD-XXXL,,6738.0
J0225-SKD-L,,2568.0
J0225-SKD-M,,5136.0
J0225-SKD-S,,3852.0
J0225-SKD-XL,,2568.0
J0225-SKD-XS,,5136.0
J0225-SKD-XXL,,5351.0
J0225-SKD-XXXL,,2490.0
J0226-SKD-L,,2998.0
J0226-SKD-XL,,1499.0
J0226-SKD-XS,,1593.0
J0226-SKD-XXL,,1499.0
J0226-SKD-XXXL,,6090.0
J0228-SKD-L,,3389.0
J0228-SKD-M,,16531.0
J0228-SKD-S,,13320.0
J0228-SKD-XL,,16688.0
J0228-SKD-XS,,1669.0
J0228-SKD-XXL,,8397.0
J0228-SKD-XXXL,,15253.0
J0229-SKD-L,,2378.0
J0229-SKD-S,,1249.0
J0229-SKD-XL,,1189.0
J0229-SKD-XXL,,1245.0
J0229-SKD-XXXL,,2838.0
J0230-SKD-L,,277678.0
J0230-SKD-M,,483611.0
J0230-SKD-S,,448825.0
J0230-SKD-XL,,233961.0
J0230-SKD-XS,,210823.0
J0230-SKD-XXL,,112402.0
J0230-SKD-XXXL,,26523.0
J0231-SKD-L,,8676.0
J0231-SKD-M,,11267.0
J0231-SKD-S,,7618.0
J0231-SKD-XL,,22070.0
J0231-SKD-XS,,1238.0
J0231-SKD-XXL,,7335.0
J0231-SKD-XXXL,,25459.0
J0232-SKD-L,,2441.0
J0232-SKD-M,,1199.0
J0232-SKD-S,,2412.0
J0232-SKD-XL,,6073.0
J0232-SKD-XXL,,6101.0
J0232-SKD-XXXL,,2427.0
J0233-SKD-L,,11613.0
J0233-SKD-M,,14339.0
J0233-SKD-S,,14158.0
J0233-SKD-XL,,9093.0
J0233-SKD-XS,,5196.0
J0233-SKD-XXL,,7794.0
J0233-SKD-XXXL,,12859.0
J0234-SKD-L,,28327.0
J0234-SKD-M,,15087.0
J0234-SKD-S,,15268.0
J0234-SKD-XL,,28118.0
J0234-SKD-XS,,5952.0
J0234-SKD-XXL,,16594.0
J0234-SKD-XXXL,,21245.0
J0235-SKD-L,,1089.0
J0235-SKD-M,,3187.0
J0235-SKD-S,,2188.0
J0235-SKD-XL,,2178.0
J0235-SKD-XS,,1089.0
J0236-SKD-L,,52693.0
J0236-SKD-M,,23055.0
J0236-SKD-S,,45267.0
J0236-SKD-XL,,51017.0
J0236-SKD-XS,,17622.0
J0236-SKD-XXL,,44574.0
J0236-SKD-XXXL,,41770.0
J0237-SKD-L,,5151.0
J0237-SKD-M,,3881.0
J0237-SKD-XL,,5363.0
J0237-SKD-XXL,,6619.0
J0237-SKD-XXXL,,5137.0
J0238-LCD-L,,9309.0
J0238-LCD-S,,2598.0
J0238-LCD-XL,,11764.0
J0238-LCD-XS,,2442.0
J0238-LCD-XXXL,,3970.0
J0239-SKD-L,,12936.0
J0239-SKD-M,,17086.0
J0239-SKD-S,,10474.0
J0239-SKD-XL,,25080.0
J0239-SKD-XS,,12943.0
J0239-SKD-XXL,,12055.0
J0239-SKD-XXXL,,18257.0
J0240-SKD-L,,3186.0
J0240-SKD-M,,9726.0
J0240-SKD-S,,1593.0
J0240-SKD-XL,,3242.0
J0240-SKD-XS,,3186.0
J0240-SKD-XXL,,3186.0
J0240-SKD-XXXL,,7965.0
J0241-SKD-M,,3774.0
J0241-SKD-S,,6610.0
J0241-SKD-XL,,11978.0
J0241-SKD-XS,,2676.0
J0241-SKD-XXL,,6610.0
J0241-SKD-XXXL,,4014.0
J0242-SKD-L,,3397.0
J0242-SKD-M,,2198.0
J0242-SKD-S,,1149.0
J0242-SKD-XS,,1149.0
J0242-SKD-XXL,,3447.0
J0243-DR-L,,13365.0
J0243-DR-M,,16362.0
J0243-DR-S,,20202.0
J0243-DR-XL,,24441.0
J0243-DR-XS,,4374.0
J0243-DR-XXL,,7932.0
J0243-DR-XXXL,,23760.0
J0244-SKD-L,,80523.0
J0244-SKD-M,,53434.0
J0244-SKD-S,,37240.0
J0244-SKD-XL,,31215.0
J0244-SKD-XS,,8614.0
J0244-SKD-XXL,,11068.0
J0244-SKD-XXXL,,38743.0
J0245-SKD-L,,13040.0
J0245-SKD-M,,5681.0
J0245-SKD-S,,8079.0
J0245-SKD-XL,,7078.0
J0245-SKD-XS,,1133.0
J0245-SKD-XXL,,6995.0
J0245-SKD-XXXL,,7996.0
J0246-SKD-L,,1152.0
J0246-SKD-XS,,1152.0
J0246-SKD-XXXL,,1279.0
J0247-SKD-L,,4791.0
J0247-SKD-M,,10236.0
J0247-SKD-S,,7142.0
J0247-SKD-XS,,6474.0
J0247-SKD-XXL,,2417.0
J0247-SKD-XXXL,,4748.0
J0248-KR-DPT-L,,9948.0
J0248-KR-DPT-M,,6207.0
J0248-KR-DPT-S,,4560.0
J0248-KR-DPT-XL,,4705.0
J0248-KR-DPT-XS,,4705.0
J0248-KR-DPT-XXL,,10657.0
J0248-KR-DPT-XXXL,,7403.0
J0249-SKD-L,,8315.0
J0249-SKD-S,,1878.0
J0249-SKD-XL,,5610.0
J0249-SKD-XS,,1878.0
J0249-SKD-XXL,,2817.0
J0249-SKD-XXXL,,1878.0
J0250-SKD-L,,5189.0
J0250-SKD-M,,2175.0
J0250-SKD-XL,,4442.0
J0250-SKD-XXL,,3679.0
J0250-SKD-XXXL,,5151.0
J0251-SKD-L,,763.0
J0251-SKD-M,,3717.0
J0251-SKD-S,,2213.0
J0251-SKD-XL,,3014.0
J0251-SKD-XS,,2976.0
J0251-SKD-XXL,,1488.0
J0251-SKD-XXXL,,2175.0
J0252-SKD-L,,3596.0
J0252-SKD-M,,2777.0
J0252-SKD-S,,2793.0
J0252-SKD-XL,,7328.0
J0252-SKD-XS,,4655.0
J0252-SKD-XXL,,2737.0
J0252-SKD-XXXL,,2777.0
J0254-SKD-L,,1517.0
J0254-SKD-M,,3117.0
J0254-SKD-S,,1705.0
J0254-SKD-XL,,789.0
J0254-SKD-XS,,789.0
J0254-SKD-XXL,,750.0
J0254-SKD-XXXL,,2328.0
J0277-SKD-L,,63420.0
J0277-SKD-M,,46538.0
J0277-SKD-S,,35839.0
J0277-SKD-XL,,51102.0
J0277-SKD-XS,,9643.0
J0277-SKD-XXL,,16920.0
J0277-SKD-XXXL,,36373.0
J0278-SET-M,,4566.0
J0278-SET-S,,4543.0
J0278-SET-XL,,761.0
J0278-SET-XXL,,761.0
J0278-SET-XXXL,,4566.0
J0279-SET-L,,1850.0
J0279-SET-M,,1790.0
J0279-SET-S,,1850.0
J0279-SET-XL,,895.0
J0279-SET-XXL,,895.0
J0279-SET-XXXL,,1790.0
J0280-SKD-L,,37560.0
J0280-SKD-M,,44679.0
J0280-SKD-S,,70018.0
J0280-SKD-XL,,34066.0
J0280-SKD-XS,,47973.0
J0280-SKD-XXL,,24624.0
J0280-SKD-XXXL,,27071.0
J0281-SKD-L,,27559.0
J0281-SKD-M,,9894.0
J0281-SKD-S,,67476.0
J0281-SKD-XL,,48120.0
J0281-SKD-XS,,42089.0
J0281-SKD-XXL,,20179.0
J0281-SKD-XXXL,,18534.0
J0282-SET-L,,3996.0
J0282-SET-M,,2997.0
J0282-SET-S,,4048.0
J0282-SET-XL,,2997.0
J0282-SET-XS,,1998.0
J0282-SET-XXL,,999.0
J0282-SET-XXXL,,6993.0
J0283-SET-L,,42583.0
J0283-SET-M,,25878.0
J0283-SET-S,,8460.0
J0283-SET-XL,,34232.0
J0283-SET-XS,,7430.0
J0283-SET-XXL,,25989.0
J0283-SET-XXXL,,20762.0
J0284-SKD-L,,8574.0
J0284-SKD-M,,6211.0
J0284-SKD-S,,20991.0
J0284-SKD-XL,,1237.0
J0284-SKD-XS,,2413.0
J0284-SKD-XXXL,,9613.0
J0285-SKD-L,,73294.0
J0285-SKD-M,,82537.0
J0285-SKD-S,,65567.0
J0285-SKD-XL,,98902.0
J0285-SKD-XS,,55650.0
J0285-SKD-XXL,,55293.0
J0285-SKD-XXXL,,48014.0
J0286-KR-L,,927.0
J0290-CD-L,,1602.0
J0290-CD-S,,1586.0
J0290-CD-XL,,1602.0
J0290-CD-XXL,,2120.0
J0291-JS-L,,1196.0
J0291-JS-M,,2577.0
J0291-JS-S,,6013.0
J0291-JS-XL,,859.0
J0291-JS-XS,,2055.0
J0291-JS-XXXL,,859.0
J0292-TP-S,,2189.0
J0292-TP-XL,,754.0
J0292-TP-XS,,2920.0
J0292-TP-XXL,,2245.0
J0292-TP-XXXL,,360.0
J0293-DR-M,,1337.0
J0293-DR-S,,4147.0
J0293-DR-XL,,450.0
J0293-DR-XS,,2766.0
J0293-DR-XXL,,450.0
J0294-TP-S,,1584.0
J0294-TP-XL,,1150.0
J0294-TP-XS,,5747.0
J0294-TP-XXL,,1565.0
J0294-TP-XXXL,,754.0
J0295-DR-L,,20426.0
J0295-DR-M,,29206.0
J0295-DR-S,,11504.0
J0295-DR-XL,,14940.0
J0295-DR-XS,,4295.0
J0295-DR-XXL,,13744.0
J0295-DR-XXXL,,13222.0
J0296-DR-M,,519.0
J0296-DR-S,,1038.0
J0296-DR-XS,,7266.0
J0296-DR-XXL,,519.0
J0297-TP-L,,27868.0
J0297-TP-M,,17753.0
J0297-TP-S,,7421.0
J0297-TP-XL,,8850.0
J0297-TP-XS,,6108.0
J0297-TP-XXL,,9908.0
J0297-TP-XXXL,,3793.0
J0298-DR-S,,1011.0
J0298-DR-XS,,2126.0
J0299-KR-L,,690.0
J0299-KR-M,,1725.0
J0299-KR-S,,3450.0
J0299-KR-XL,,684.0
J0299-KR-XS,,2070.0
J0299-KR-XXL,,684.0
J0299-KR-XXXL,,2061.0
J0300-TP-L,,837.0
J0300-TP-S,,279.0
J0300-TP-XL,,2882.0
J0300-TP-XXL,,2351.0
J0300-TP-XXXL,,4048.0
J0301-TP-L,,63865.0
J0301-TP-M,,47663.0
J0301-TP-S,,35467.0
J0301-TP-XL,,67833.0
J0301-TP-XS,,19862.0
J0301-TP-XXL,,53589.0
J0301-TP-XXXL,,31246.0
J0302-DR-XS,,1078.0
J0302-DR-XXL,,1623.0
J0302-DR-XXXL,,2470.0
J0303-KR-XS,,416.0
J0304-TP-XL,,899.0
J0304-TP-XS,,1188.0
J0304-TP-XXL,,891.0
J0304-TP-XXXL,,1188.0
J0305-DR-L,,774.0
J0305-DR-M,,613.0
J0305-DR-S,,613.0
J0305-DR-XS,,2686.0
J0305-DR-XXL,,3758.0
J0306-DR-L,,9712.0
J0306-DR-M,,14374.0
J0306-DR-S,,8824.0
J0306-DR-XL,,10083.0
J0306-DR-XS,,8885.0
J0306-DR-XXL,,12524.0
J0306-DR-XXXL,,9456.0
J0307-TP-L,,518.0
J0307-TP-M,,2072.0
J0307-TP-S,,518.0
J0307-TP-XL,,1036.0
J0307-TP-XS,,1765.0
J0307-TP-XXL,,1036.0
J0307-TP-XXXL,,2072.0
J0308-DR-L,,29694.0
J0308-DR-M,,20323.0
J0308-DR-S,,8859.0
J0308-DR-XL,,27779.0
J0308-DR-XS,,7195.0
J0308-DR-XXL,,41859.0
J0308-DR-XXXL,,47253.0
J0310-TP-L,,1324.0
J0310-TP-M,,1647.0
J0310-TP-S,,339.0
J0310-TP-XL,,2018.0
J0310-TP-XS,,339.0
J0310-TP-XXL,,1340.0
J0314-KR-M,,2317.0
J0314-KR-S,,1522.0
J0314-KR-XL,,2283.0
J0319-KR-L,,1742.0
J0319-KR-S,,871.0
J0319-KR-XL,,0.0
J0319-KR-XXL,,871.0
J0323-CD-L,,1068.0
J0323-CD-S,,534.0
J0323-CD-XXL,,534.0
J0324-CD-L,,0.0
J0328-KR-L,,12207.0
J0328-KR-M,,927.0
J0328-KR-S,,1878.0
J0328-KR-XL,,2793.0
J0328-KR-XS,,6349.0
J0328-KR-XXL,,14608.0
J0328-KR-XXXL,,8395.0
J0329-KR-L,,4831.0
J0329-KR-M,,3661.0
J0329-KR-S,,4030.0
J0329-KR-XL,,10412.0
J0329-KR-XS,,4780.0
J0329-KR-XXL,,5480.0
J0329-KR-XXXL,,8802.0
J0330-KR-L,,1725.0
J0330-KR-M,,1725.0
J0330-KR-XL,,1150.0
J0330-KR-XS,,1174.0
J0330-KR-XXL,,1773.0
J0330-KR-XXXL,,1725.0
J0331-KR-L,,6583.0
J0331-KR-M,,6456.0
J0331-KR-S,,2496.0
J0331-KR-XL,,6506.0
J0331-KR-XS,,832.0
J0331-KR-XXL,,4942.0
J0331-KR-XXXL,,13834.0
J0332-DR-L,,3495.0
J0332-DR-M,,8326.0
J0332-DR-S,,12137.0
J0332-DR-XL,,13142.0
J0332-DR-XS,,8810.0
J0332-DR-XXL,,22779.0
J0332-DR-XXXL,,11732.0
J0333-DR-L,,14265.0
J0333-DR-M,,6780.0
J0333-DR-S,,4245.0
J0333-DR-XL,,8310.0
J0333-DR-XS,,1650.0
J0333-DR-XXL,,8069.0
J0333-DR-XXXL,,27120.0
J0334-TP-L,,12506.0
J0334-TP-M,,23131.0
J0334-TP-S,,20358.0
J0334-TP-XL,,10887.0
J0334-TP-XS,,10842.0
J0334-TP-XXL,,8375.0
J0334-TP-XXXL,,4530.0
J0335-DR-L,,119464.0
J0335-DR-M,,73450.0
J0335-DR-S,,36491.0
J0335-DR-XL,,79894.0
J0335-DR-XS,,29186.0
J0335-DR-XXL,,55143.0
J0335-DR-XXXL,,17126.0
J0336-TP-L,,16671.0
J0336-TP-M,,16889.0
J0336-TP-S,,6386.0
J0336-TP-XL,,13410.0
J0336-TP-XS,,3752.0
J0336-TP-XXL,,13920.0
J0336-TP-XXXL,,22162.0
J0337-TP-L,,14357.0
J0337-TP-M,,14477.0
J0337-TP-S,,7262.0
J0337-TP-XL,,7318.0
J0337-TP-XS,,5862.0
J0337-TP-XXL,,9315.0
J0337-TP-XXXL,,8545.0
J0338-DR-L,,39198.0
J0338-DR-M,,20115.0
J0338-DR-S,,37476.0
J0338-DR-XL,,33984.0
J0338-DR-XS,,36872.0
J0338-DR-XXL,,13843.0
J0338-DR-XXXL,,23441.0
J0339-DR-L,,95948.0
J0339-DR-M,,119742.0
J0339-DR-S,,82457.0
J0339-DR-XL,,130169.0
J0339-DR-XS,,31734.0
J0339-DR-XXL,,88967.0
J0339-DR-XXXL,,72307.0
J0340-TP-L,,28828.0
J0340-TP-M,,51452.0
J0340-TP-S,,41970.0
J0340-TP-XL,,14705.0
J0340-TP-XS,,40619.0
J0340-TP-XXL,,17427.0
J0340-TP-XXXL,,7422.0
J0341-DR-L,,196589.0
J0341-DR-M,,205108.0
J0341-DR-S,,185827.0
J0341-DR-XL,,149260.0
J0341-DR-XS,,103974.0
J0341-DR-XXL,,166400.0
J0341-DR-XXXL,,146091.0
J0342-TP-L,,26763.0
J0342-TP-M,,22815.0
J0342-TP-S,,18962.0
J0342-TP-XL,,5047.0
J0342-TP-XS,,10616.0
J0342-TP-XXL,,7705.0
J0342-TP-XXXL,,6860.0
J0343-DR-L,,22941.0
J0343-DR-M,,74907.0
